image_hash,pixel_mean_r,pixel_mean_g,pixel_mean_b,pixel_std_r,pixel_std_g,pixel_std_b,predicted_label
1ec1b355e50d1af12bb551b996e5290c,126.7426,121.5256,104.043,45.6287,47.5886,46.9659,not_cat
42bca251bd1c62c4d1f6c6076b99e219,60.4164,63.3423,42.8527,36.3076,37.0442,40.8779,not_cat
8d674a0a1c3ed0ec949b96f66bc1cfe1,94.4009,129.8929,144.7317,80.4581,58.4439,77.7504,not_cat
662f972d31cc5503dd201588316f3296,129.4766,120.3746,98.3249,54.7648,59.0357,55.9004,not_cat
5f8429ec5504e0b82a7c642c62f79844,208.6814,197.6887,183.6025,49.7104,58.478,70.1157,not_cat
eb7a2d7f098292c2d6be05e274363725,89.8679,107.5654,87.2724,73.0463,63.2553,69.3666,not_cat
a4dd2dd90d3192f2f5c144384df7c3c5,70.1496,61.7569,48.7792,59.5627,53.4211,46.0922,not_cat
cfaaca8c3552b23817aca2a8fa402781,77.9883,46.7604,35.5625,61.4847,58.3576,54.0333,not_cat
4b89bc24a4bde0a82084133e0fe4ad96,102.5902,137.9331,129.5225,56.3656,40.0413,45.4409,not_cat
d1c1e9e7d0624b83a89943ccf8c4379d,104.5061,99.8121,89.7093,60.7537,60.7663,51.3746,not_cat
25b7fa58f5c0c8f6e99b8c3f3bbd071c,155.4107,146.2914,133.448,69.6628,59.6551,53.0399,not_cat
3cfe9e7811e8a0fe4cdaaeb09f652ea4,125.5193,117.8583,109.8144,47.1077,49.7324,52.3421,not_cat
6f9b4c4729ff604e3a254f9c4792e88e,116.7424,110.1663,98.1051,67.6917,58.8316,51.4719,not_cat
245a83ddbe0bc8249043ee31fa1deb9a,77.3357,83.4471,75.3587,46.4376,44.0329,61.2188,not_cat
f3bca94f6f186abc8ad7a9ea5f4e03a8,52.9024,40.0292,34.6399,67.1619,50.4394,40.3676,not_cat
5d2479d1abe323f3b1ef3f05d678e1a2,113.5784,110.8898,105.9611,55.8892,58.1856,61.0939,not_cat
7ab03fa1039c8c1e3b6065553b134ed7,103.9206,114.5827,88.8542,55.3947,61.243,66.8906,not_cat
300f987022072ce1f0edf826e620c854,111.129,90.4843,92.4849,51.8732,48.3626,54.0136,not_cat
c49709e72b6db908760da298b580f778,73.0441,64.5618,61.0679,54.406,51.1219,50.3125,not_cat
6f38b571057429f7d32fdff44f31b5db,93.8724,93.6138,96.1004,49.948,49.6946,48.4237,not_cat
2701d741de68dabf32987194f331c51f,157.0385,137.377,142.3913,45.3976,48.9927,45.7286,not_cat
e5d3c6b3b34c255e30cb088b1a6ceec5,125.8535,118.5357,109.8478,59.8405,58.096,57.0096,not_cat
650895b62021a049eb14a4883841891f,132.1879,125.3488,114.2102,83.7961,76.1057,66.6782,not_cat
5383617c3fe048bf688682b1847f089a,90.71,111.0886,78.5299,48.5882,51.7254,52.7493,not_cat
66a092dd32ea365e82f32c7648381fa9,105.5076,92.325,64.9097,47.0062,46.0759,40.464,not_cat
7e30461e7f42d6780148856b0544dfb5,123.1341,122.9272,116.3374,73.0655,75.8675,76.7599,not_cat
7eccd0da7d2010f88eb45e32e6ddb80e,154.5859,138.5364,133.35,43.6549,54.0226,61.2095,not_cat
870f4608946dade59c1520ef1670ac85,161.2672,153.6656,133.3518,44.1835,46.5368,55.0562,not_cat
58f9fb3ec87c3728f7595c8288050c9f,157.0924,134.5605,121.44,57.9815,63.728,66.9956,not_cat
9d48a190d93c6c76dd90632fb99a24d7,166.4362,171.4543,139.7447,66.8144,63.4391,83.0814,not_cat
36937f15de89898b03edb9faf38e4a2b,80.5806,67.9611,57.3602,61.3969,61.0564,60.5191,not_cat
a59824fe8eacf9ba2c2c2739ed5a54a1,176.8539,165.9412,155.2684,29.3685,34.7689,41.0047,not_cat
05260c12cefca117697534095437627c,76.7642,76.9054,74.0002,60.5873,54.7733,54.21,not_cat
7791b097422315ff992390de55bb218e,121.4079,96.844,63.7404,26.5431,25.573,23.51,not_cat
d0f2a3978f8fbb37674e1bce405fa9a9,126.5289,97.9789,86.4443,57.3637,47.0874,50.6561,not_cat
fa5c4f462800a9f860eaa260ca017e20,147.3711,100.064,65.9072,63.6621,60.633,55.3095,not_cat
f9921d12054901fca9dcd1d86aeefd51,104.5103,102.8834,95.5193,62.4033,60.5561,57.7938,not_cat
fa587aefc31214bcce549353dc572c98,109.2685,105.9526,75.6196,52.608,51.6745,45.1721,not_cat
b08c64ca2b3cf051c69fe5e56717edcb,139.14,132.6919,129.4038,54.469,57.9752,60.2378,not_cat
7a28a4804d3974848ac667d78b7ab4b4,117.1058,112.66,105.2915,56.8698,51.9707,55.7493,not_cat
3f272ae9d7aaea1c616984ff7bf7d72b,153.8394,124.5703,100.6612,46.3294,51.6813,51.578,not_cat
b71ddf62335bc2b5c41b47e350a5f01c,82.5226,80.4495,58.7235,45.6107,39.3186,41.2084,not_cat
a7470ba65c5a199c577175b68e04fc0f,114.5291,95.5491,72.4402,60.1937,59.1877,55.3754,not_cat
82ef9032865013523f6093db31ca32f0,105.4816,101.4517,101.7256,53.953,56.2931,58.3962,not_cat
e3b4aa80f9d611014979f815e2111ede,141.7732,143.8815,147.8057,56.6891,68.3708,82.589,not_cat
bdbee0956b91efdba543d826735b3616,137.5989,125.3331,112.8894,51.8329,48.6779,46.0421,not_cat
c4cebe99be005a29c437df61252f4ad2,121.7815,112.729,88.9972,69.9123,61.4114,50.4217,not_cat
8c0f4ee07e6efc6818e4f83283a0481d,111.1427,106.6689,92.2816,45.9255,43.1635,46.1123,not_cat
a683c56e7c97eedf89bc089204df34ce,164.3908,148.2667,131.1151,73.5677,85.1431,95.9737,not_cat
49f41c8e99ac1db364a1bf7fd3d01694,121.0381,131.2613,155.6326,54.2929,56.7331,58.2902,not_cat
a96c95b45bc1803a529dbed4bf021d27,115.4617,128.2653,99.3041,54.1846,52.7472,53.4132,not_cat
55ab5ae213d5c362325f2abda660fb6e,126.2876,114.9843,114.5468,46.6291,39.7609,41.2621,not_cat
98a21881e959dfdf3b8414a7a3119d8c,134.6359,135.7051,135.3274,74.6708,73.4501,73.3408,not_cat
0ee07df229029e2ca792efde99fc0892,108.6561,85.3154,59.9906,64.8443,52.432,42.5812,not_cat
13c7790fb824cd3ffb147e0d070e5d6b,67.7324,65.9353,126.6016,78.2206,59.2873,79.4763,not_cat
acbd967aad3043a2b38ed48becad5885,129.4365,111.0607,102.5901,46.4951,41.4897,41.0885,not_cat
879466a037b8023e4d2e38229dc2a7cc,125.9027,124.1805,126.9011,63.2189,65.495,72.3761,not_cat
d765a277df38d946bd27bfec968f3868,114.1115,48.2673,34.4468,37.299,46.1921,42.3384,not_cat
4362ccc437feb9407e207ea4dced44b3,83.4662,56.0917,34.624,45.1558,48.6931,48.9756,not_cat
a86499bca4415fe1da2426b1687f2504,131.4525,126.8356,120.7641,80.9167,79.7223,74.7104,not_cat
207f06d5c583f30f81fb4bd1f0cbbaeb,103.058,96.3931,101.0457,63.2452,63.4382,65.0442,not_cat
2c15a0a09bef18f05937041656ca4a29,168.5461,125.8088,29.147,80.3703,62.4028,36.4348,not_cat
7d9d3cad8ec3801b54c78a200cb179b2,126.8899,120.4351,118.1932,55.3635,55.7973,58.3349,not_cat
2d4427105b870bc3563e47ef8637ab1a,91.4168,88.1862,90.1116,46.1803,43.1287,44.6629,not_cat
42d4942a7e9fa33fa07e2b6d0e3a808b,118.4187,99.5493,100.6838,83.1272,86.2462,86.6931,not_cat
0227ac2263901882748589a2c3bd96d6,115.9981,112.8324,110.2188,41.0757,41.0482,41.4732,not_cat
14fac7aca6cdf54e948c225c4d7f4129,93.0217,86.0001,92.1683,42.9184,43.495,47.5067,not_cat
5b150ae4f155ca10c830d04f6a6bab7c,101.1057,114.5408,88.9254,52.7797,48.478,57.7894,not_cat
0a4578a02b69a1b5f47739b4fd392840,100.584,124.2221,151.1495,34.0636,28.6846,34.7086,not_cat
2403b7fd57555481f6dd5f085c2adc3e,129.5545,126.8204,128.9823,61.7149,64.8443,70.6708,not_cat
c3ef470475db82216384e55d2d661d68,72.1996,91.625,39.037,35.5596,42.6615,30.5246,not_cat
2a4dcde50b1d3662b4ac1a2a2aaf6864,116.4628,146.6782,54.9545,77.4214,70.714,60.4784,not_cat
580b8e74bc4cdcf932a5c8fac76d675d,118.8217,118.1001,99.1399,70.6908,60.9581,58.1733,not_cat
7947181999ce9e8bf9a817c81f97f6be,126.0125,116.5514,108.0718,42.8462,41.5713,41.9771,not_cat
5979c7df295847a43e355e0d28a87d36,117.8322,103.0678,94.4928,61.9213,61.2353,60.8101,not_cat
40827949c09e303337a76e86442402a0,147.677,144.6844,142.489,55.0906,55.3096,56.1198,not_cat
7d46ad2a019471290d4ee2c4ece5eb38,142.9579,137.0885,118.6046,56.7326,52.2695,63.466,not_cat
e0ff4d7a20b99aa55d0735972e90f633,131.5516,119.8546,104.2144,56.6302,49.4864,41.8856,not_cat
d1f63c092349fd9ae7473d1c2a768dd1,99.2521,127.1427,76.0396,61.7875,63.8826,61.6324,not_cat
f64d8d1f016baa2135755ac986750851,105.3342,108.6835,114.2816,66.1395,63.298,61.1333,not_cat
30c89679c4fa82df1e7db55ff622cb7e,108.5285,108.8133,108.4937,77.938,81.071,81.2273,not_cat
f3e5cb128568ff74a410edb3921e941c,133.7357,143.0967,92.9998,42.9397,42.8611,40.8164,not_cat
aa08414e7d8a88004e5694f1901f5d70,101.4815,92.1517,78.2199,57.8646,54.2151,56.6615,not_cat
02b56eb95992aea971b1fab0e09a05ce,179.1632,181.1811,173.6633,58.5025,58.4393,66.6911,not_cat
8756f1c052cc65ac7a9a7036e058f2e0,126.4339,97.6107,98.4484,46.2614,55.415,65.7745,not_cat
ae42820b40059c7388854ced3fa2b7a4,144.1109,104.7325,67.0473,56.5525,50.6773,53.1152,not_cat
2e9cbbca3fea3e40c713ac600de15766,104.7355,126.7954,53.1645,41.0402,40.9129,47.7523,not_cat
7a47c2e5848037df00f60aa2031cfce0,131.8416,166.6436,135.6602,46.5817,44.2042,41.5886,not_cat
2a3137379ed5b5765b386bdcd048d3eb,119.5557,146.242,89.6821,34.1784,37.8171,30.2667,not_cat
27229d9037977c8b1979e8258f5ee223,154.8711,151.4433,140.345,46.0468,43.7699,52.9149,not_cat
295dacdb819e83c023d7c27d6a8aa430,36.9892,34.3787,30.659,59.8022,59.7069,59.5466,not_cat
105c51c79fa0e8d7e54f71655bf385a5,127.6431,100.868,62.4384,50.7897,56.9818,58.9568,not_cat
fa9f9e4ee10b63b10ba41cb2b90a0a57,137.1904,106.8598,56.4829,70.639,63.8553,60.3766,not_cat
56e3eb579d22ab3a4edca8e0dcde6323,145.2697,142.4441,147.9087,57.5263,57.1678,55.4762,not_cat
7b3133401abeb0cd51baaf80153d4f9d,111.9993,100.5853,83.3341,67.6781,65.0348,70.8931,not_cat
8e8f38d47f0292647ab92f912c3e33fd,111.936,112.5286,111.1551,78.7158,81.5333,80.7072,not_cat
5a965a17af863c3257897d40266602c4,104.2556,102.1744,100.2682,38.7741,36.4053,37.8797,not_cat
c1972b3a21cad36b3dccd01e160dbed8,138.2423,131.1474,126.5032,39.7918,45.0697,46.2487,not_cat
5b765b2aa63c69d2c87287f720087361,139.2988,141.6251,103.1697,78.9134,78.4632,64.0533,not_cat
0e1dd61a07a5e8e2aa0d15976fcd0a42,101.0547,94.5044,88.403,65.6503,64.6975,68.5781,not_cat
dfd97de381d6669ca29b4caf5e451e09,104.7504,77.72,44.8736,70.5228,63.209,55.3811,not_cat
6e6e98640408cbad2b0eb263f3484416,92.6372,81.2161,88.6475,61.1562,55.2498,54.2207,not_cat
a264f16b8e4397296e76860cb411c97d,116.6611,127.7416,95.6735,66.5012,72.0729,55.4079,not_cat
ab7bb5fb7f438e3425eb66e33317abfa,186.7782,184.1575,184.9966,61.9572,66.3422,68.0898,not_cat
dc10ebfc7213a85cb23cb1bbb4305aaf,85.8932,68.877,52.0595,40.0685,42.3787,45.6581,not_cat
cacaed5fcccbea992a16c70dc37e2020,117.0607,116.5901,113.4969,48.7742,48.5897,55.3227,not_cat
5d7cc2bd48f4dd792e586e704a0f1ed0,140.3824,130.086,106.2886,55.5424,58.1486,62.4685,not_cat
25aeedd1617e102cf871726127ac96b5,104.5116,99.4547,82.826,61.4697,59.9924,59.0491,not_cat
e59710af1bdf201220cdfaa2738d17e9,137.4665,131.3098,130.4088,51.5145,50.3547,55.1185,not_cat
4be85737559c1c809a7e4b9be6392a0b,104.9445,93.7712,82.6902,62.3337,54.3356,51.9804,not_cat
6c1d6abeab0dd96b9181b3948ca9c6e7,80.9622,73.9484,65.6677,69.7219,66.6766,61.8531,not_cat
dc581e38e53918301a3a8410e81cc7a6,122.9964,115.6673,100.6759,71.6249,68.2522,70.9603,not_cat
b325da7b6f8cc67b731b40ffb9ef9c9a,126.0452,122.7893,124.0004,43.8129,49.5761,50.574,not_cat
e18513c94c8ab0c5a275e7fd66319bdc,118.3828,109.8047,103.1307,59.9811,62.035,68.6714,not_cat
df31e7bd1656e969f3287e43a2dad252,113.6777,127.8256,106.6555,69.8482,66.4415,69.4129,not_cat
a4af5ff51cbbcef6586b17763daee8cd,134.4881,124.126,116.4187,58.6067,62.9626,65.5966,not_cat
3a08364b6a68d1d9e3ca7aca254a2a3f,96.5826,93.1609,64.144,60.3994,52.7682,60.4981,not_cat
05a4e47b835d2fe975227bb354f12b43,63.2044,49.4715,43.9129,68.2179,65.7808,59.3049,not_cat
a230f0800aaf61344d715938d87b35a9,121.382,103.7653,98.0343,59.5267,53.2728,46.8114,not_cat
1d26446ac0d7fd40387d2a564717a3ed,131.937,119.2742,102.2754,45.1656,46.0986,49.785,not_cat
01b90cfc28acfd77440941549e9b6c72,147.7433,137.7815,126.8198,77.4939,73.8833,73.3991,not_cat
f6ba4def1f5fd9059e4f8e306b52eda1,147.2153,145.8478,145.2017,56.6225,57.0717,57.9457,not_cat
7ddad02fea80904891f4e6418e1188a0,135.1748,139.6555,102.0285,41.4171,44.1743,48.0493,not_cat
f146cdbfef2f8b98da58ec05e9cdfcb7,87.7715,83.3024,73.0429,88.554,83.8449,78.2642,not_cat
19ed4f5fb0de3e901c7af1bfae94734f,132.0,131.4777,113.1658,51.9016,48.3065,55.6988,not_cat
955589d92edd2ea287dc84bf9077e66e,130.1227,108.756,83.3822,40.693,39.0959,38.8122,not_cat
672b2fac84a7fbe339965e85ead94347,213.4516,203.6057,181.2921,30.5888,45.2603,59.2606,not_cat
7bcd95e75474fba295e8a9ecaa44b32d,149.6041,155.8586,135.13,54.284,60.2861,67.0531,not_cat
99412a7f1c35aa3bb9b68b40b7aa42e0,102.7764,104.9098,86.7242,63.9084,59.8128,69.232,not_cat
be05bb21f41577518129c77b22419880,86.069,79.3164,68.4837,63.6229,56.4558,54.9992,not_cat
b5e593c4240eaa436b04ed4898a3b69d,107.9961,107.5801,112.3024,56.8655,56.9331,58.9816,not_cat
539827d2656f1937cd0214dfc0812e99,114.0003,107.7001,92.8216,61.9945,59.8634,72.8777,not_cat
fd750f9bd6a548358f37cd70ac73beda,186.7518,174.7551,152.3962,80.8187,78.1522,70.6152,not_cat
1462da9ce878375d7de4669ab37f762b,149.692,147.8485,142.8133,62.7218,65.8001,71.2544,not_cat
90da0c83431dea27df3cb7779b2bf37f,137.4686,128.8263,123.5945,72.8063,82.7176,88.5655,not_cat
efde187c86812e20b789dc77166c16da,167.8275,163.1754,160.5479,75.8721,75.82,76.3035,not_cat
ff0dc409abd42d1aa1100f6c531aca74,113.9674,113.8135,99.6295,66.368,66.6145,66.8751,not_cat
fbef7d8cb0016dd02e26184226d202bb,133.1352,155.7129,76.7937,82.2282,85.7904,60.6954,not_cat
501431177cffdaac55fdeb17ace077c0,116.1566,110.5267,107.5808,58.955,51.4889,50.7282,not_cat
8bd04ef0e130d6c5870f854b81f2a83e,103.3534,104.0326,77.6739,81.925,80.5333,70.6483,not_cat
2975996266501b48a1c82a04bec217a0,134.3009,120.6018,107.2239,42.8987,48.4846,57.3501,not_cat
2f1c2f1068ec3d16d8feeb0690e0b86c,124.9775,120.0293,120.4002,50.9446,49.1232,44.4805,not_cat
d9dd12f606fa667c7d6e40dc4047b527,85.4424,83.1483,81.057,70.8616,70.1737,72.6744,not_cat
4f29c5a6e5436a67831239abc359ff0e,134.677,147.906,125.9998,79.5104,72.2651,82.2505,not_cat
05a6cad79e5d1b70bacaf4ea4bf01d73,123.4085,138.7225,155.8506,42.4206,45.7361,56.6427,not_cat
7b558877efda81e081df70429c3a55df,102.3915,109.4946,106.3967,70.9796,81.9261,92.0333,not_cat
24ac468e3bb08883d7aa40d86088d75c,141.254,119.8771,92.9569,49.9632,43.6798,41.9294,not_cat
c82caca53586d5e3a6ce6787a5467141,127.5411,118.8518,120.2793,61.2974,60.989,58.7506,not_cat
33d512d1b367259949fe6137e11745d2,94.263,93.8551,97.1092,45.747,44.2165,47.3506,not_cat
fd21345da37c9e1ac8c379121340a987,76.9175,59.9522,36.9642,44.383,34.5496,30.0379,not_cat
99ed8abcb2586077a5a93609e694b99b,83.5826,78.5134,72.7536,85.7552,84.7859,83.0425,not_cat
35e9505e238ccbe7dfca34fe71d80f56,108.7376,102.4521,99.8001,65.5342,66.2516,66.4946,not_cat
4631ee97564e43a36e4aabf2ce0d1d42,136.0176,124.9568,108.5104,54.3896,55.249,59.8946,not_cat
35688d36e760da7f4f9393ba3e7a29f4,114.4852,99.8992,84.4792,58.2852,51.983,46.0017,not_cat
3ef339d52a2dc3b36b4e0e75564ec613,118.6981,86.3398,55.281,51.356,51.3178,50.9757,not_cat
80fc1cafba6287500097535323d011b1,137.1342,124.4227,115.9545,70.5753,69.7056,71.7991,not_cat
bc12d7a87f6fcdbdf2e67ce1ee91583d,94.5136,88.209,86.9664,59.2485,56.4857,50.0697,not_cat
9c7a5a83d6ab4bac4afbc55957812e28,125.0185,116.8688,110.4783,81.4299,91.9372,96.3034,not_cat
7e3964ef784780275d99d926ad1e2134,146.5336,141.434,134.2701,70.2026,62.1521,63.6608,not_cat
f34f6bfd51d8f69c52cc56dad054e873,88.1894,80.7658,72.8529,48.6208,48.587,50.8307,not_cat
9117f3e2b0160456430a104c8f587fb6,110.6997,84.3389,64.6312,79.5608,79.6035,64.0874,not_cat
cfb4e2eaa9eea6a3ac9efcfbba5be871,82.0223,83.4166,77.671,30.516,34.9016,42.9589,not_cat
dfb11cc448ee238890c3dc8c42dfeb0c,161.1838,151.1716,146.1599,60.3929,61.7329,63.5943,not_cat
056379e81aa04512e511cc3db93b7769,182.3331,184.8269,190.7841,45.5246,63.7862,82.041,not_cat
405d7bb87b4e86c53aa0653373641cec,138.2055,126.8593,104.4664,43.312,44.3811,49.7366,not_cat
d75385ed9790c7dec9a04386037afdd3,122.2625,100.5361,67.6543,38.2033,41.7737,32.2975,not_cat
20cba8b1f810fc33ab2c5f07f6edd526,126.0156,108.2709,78.4755,41.245,42.1185,46.3273,not_cat
494bb907a5d3558a4b2ea4fd590fea1c,162.1272,125.8736,95.0022,55.1516,65.5761,77.5655,not_cat
00e618ffc0338e4e5bf3c58cf8ed91e1,108.6731,92.7197,76.8401,62.5037,61.5304,60.0572,not_cat
d81b54dda1ca0abc1973a87f7c7dc5ed,156.4633,106.4361,87.7059,65.0162,63.0115,69.215,not_cat
c35d16fcb3642dfcfd0dc013560021c7,118.8099,122.4001,110.5975,70.3253,72.4552,75.8547,not_cat
b01ce53ab057145143486990ccd5dd35,120.5267,120.7983,97.5169,70.0749,67.3315,74.3661,not_cat
b3716152039acec1b463d92a3c2df437,133.126,126.9004,114.8416,60.2916,55.8117,62.9238,not_cat
8609d566fc2234063dd7455827bfd00f,163.6254,149.2846,141.2009,79.7599,85.1355,85.7104,not_cat
2eef9878843869388cae554223c4f0ec,91.229,81.1491,61.2911,54.9351,53.4982,56.9614,not_cat
5106ba8620302fac3414c0525957ae58,93.3109,83.1269,71.4575,58.855,54.4645,48.4842,not_cat
2a691ba4dfccf77b4bcd3095a62f58eb,95.1163,95.1163,95.1163,66.4194,66.4194,66.4194,not_cat
1513da227af38bb28afac1fbfb82b4d3,97.4605,97.2123,96.0849,34.969,34.0785,34.915,not_cat
ca3b6075b90c3a8f0d7af9d2d87e2f70,117.4022,90.2442,65.0752,49.2385,48.1248,48.3167,not_cat
f6f3da53accc33520a1023c72339336a,126.0295,130.5868,127.0608,87.9512,88.8093,85.9766,not_cat
d16cb2a6980ede1e4e4bacb5301e0aa1,106.464,109.2995,104.1979,67.1968,65.2408,67.5162,not_cat
6d7b3e9e795cd8429fd7a3b6283e7cd4,118.5683,118.5683,118.1683,42.0736,42.0736,42.5061,not_cat
86a385cb2342bab6942bb31ee6b6b6e8,100.6563,78.2472,72.9242,62.0233,64.4894,64.1221,not_cat
71a605a384219234a0003cf306349762,84.192,89.2198,75.0495,62.1741,61.1794,65.5452,not_cat
df182ebc90defcefd370afa87e8d1e84,146.609,133.123,118.9486,44.8163,43.5725,45.7361,not_cat
79ce412924c7781fd322b103fb94cc09,164.4563,148.9379,127.9859,41.7856,49.6307,61.3997,not_cat
a2dbfff7568047e34f067f30e76410fd,115.7384,123.4896,131.6693,42.8986,46.0812,51.2684,not_cat
ad6c57bb3fba51a79406062b3cad5558,108.3889,109.7607,110.6824,62.4712,61.589,64.5796,not_cat
e0868b4b09524844ff05385b9c30e2dd,145.6033,131.1661,122.7626,57.4814,55.0296,53.9039,not_cat
32c484921b0d90db462cab86f557d5a2,135.616,132.9237,113.7699,90.9308,90.2393,87.2842,not_cat
424bef04e45fcad9ddcbec7f03155ce8,131.418,109.4597,108.456,61.6737,58.7501,56.0689,not_cat
4664ff5412d36b6e50b63b80ad70b6da,87.0953,98.7622,58.2768,70.303,54.4978,66.19,not_cat
f7a270f62ce067d2052fedde697d9aff,152.2201,111.4767,77.0313,69.4552,71.0597,77.442,not_cat
d9b53ae02bbbb8d9163651962d00d57a,90.8761,98.032,85.6165,65.1625,57.9226,75.411,not_cat
bdce0c25d06fa314ec44783732c7564f,176.7522,141.9434,72.184,56.7667,52.3047,72.9155,not_cat
3293b720c609e393f8e15b792a1a4964,98.6069,121.5478,102.3537,44.2609,39.2321,40.497,not_cat
ddb0295380d0e4a04313055adf034790,94.7435,103.8439,104.2958,52.8667,61.8932,83.9893,not_cat
bd9f034734f0edba97f737765d5500be,189.7936,179.2462,160.5473,44.2131,49.4556,54.8866,not_cat
09037aa223e83fbf2e2b814497b62ada,94.775,55.2338,48.5208,64.8333,60.0031,59.7537,not_cat
386f0949981546d2880f014dc17e88cc,121.0306,106.0733,95.5836,71.8906,64.4061,64.7996,not_cat
cb4dcc99d49bec0b1aff355aa111e82f,56.2058,51.2294,46.0173,64.0269,63.1906,62.139,not_cat
770a5bae2aad4946116eaccb34808ec9,153.0716,132.7497,112.1695,59.323,63.1042,65.0618,not_cat
1134f8f0f423f3e3a2fe4c0fd5bd6fe7,121.8809,144.3781,90.9783,25.8591,31.325,22.7237,not_cat
e340bdbc326bbdcce34a9f2a9a43ddb5,101.5639,78.9015,74.7529,43.6881,49.6406,54.789,not_cat
6c6268022ad2d55be1551ba88f0a559b,130.3596,126.4457,120.7478,45.6943,47.993,50.4283,not_cat
dca186e1a1cb16baea0bb9da7d8383c5,184.5531,142.0875,73.608,40.6701,37.5587,25.1251,not_cat
f74040167f8f66bd597f2b68f427416e,142.4224,131.7043,110.5327,81.8215,79.9427,83.2444,not_cat
a6dcae003d65badcf101e9084cb75ab6,202.4325,220.0881,200.9318,32.6633,34.3613,41.3854,not_cat
fdb233687e332df64515e2d26755632a,138.6009,137.9059,141.859,94.3561,85.5117,72.7718,not_cat
b25382722e774cd45d92f0a9c85c6f08,136.183,149.1072,78.0674,55.6005,57.2475,55.3768,not_cat
5f155e8e3fe5d110e0aa85f1443538b3,99.1742,137.3496,106.1915,52.8564,49.8259,50.3558,not_cat
da450368ea7537404b85824382500615,109.5564,119.8165,92.0326,59.419,59.4134,59.9552,not_cat
9817a8af4327b6227129e2523669e393,83.5233,104.3666,131.6971,71.0155,57.8988,70.5073,not_cat
fa444e069d5d3e307e3736759371740a,88.0768,104.9274,62.9731,39.1233,45.8422,33.9853,not_cat
9085b2b9a07043ac9d0bfd4531b70a9c,129.698,133.6221,113.8933,52.9897,55.5761,59.4787,not_cat
4acca8c06d0fd272c1a6fd01cd606fc9,100.03,74.9536,59.2564,71.3749,70.4222,69.0767,not_cat
912560602dc25fbbd823356f6e54f001,200.7173,185.3155,173.2388,68.6333,74.6585,78.8868,not_cat
93ccfd672fd4eb89f499dea62f9d7b86,120.0494,123.0424,121.7049,61.6044,63.4874,66.6064,not_cat
ee7db21d0cf5c454d5475a2039249c53,145.5794,139.0427,138.5224,54.0848,53.8755,53.5941,not_cat
45f8c57f2738136413ad4f3a6a0eb11a,136.2018,130.2143,118.4426,73.0111,72.4325,76.7181,not_cat
0a4685369016ae3cae90c21edfb65cab,195.9154,184.382,175.9462,74.9023,74.2151,75.6643,not_cat
f9f0ff3b5e6f85297e8694152f5a2d2b,143.614,150.3905,148.4106,30.7971,36.5952,38.7187,not_cat
f45ebea044b163dd36b874a746e6f204,147.7693,132.5937,123.7851,62.6526,72.3821,81.128,not_cat
8a29cd003830509922043b352732e3a1,116.0059,112.5842,98.8172,48.0027,45.1803,48.7882,not_cat
16c67c74e67a682c6f7605e3fce7fad4,168.9474,159.3439,148.9675,30.2161,41.7342,49.9294,not_cat
2d59fae530cfc7ea5173e7c316e0425b,111.4552,120.3566,104.6744,68.585,60.7621,79.2705,not_cat
9d719404f779cc9a234f6312cc7626a9,87.7936,87.3341,79.3169,80.5137,78.0473,77.0236,not_cat
2c7fa73ee1eb6974ede9031b59dddfd3,111.7963,115.3255,103.0803,40.7343,39.4615,39.5101,not_cat
e46d1ad0796e677ee9b7e7ab65d5cafa,137.2749,136.2807,135.1128,52.8924,51.1735,52.3754,not_cat
cecb519c10bd4049c435169ea0398166,127.1444,129.3866,122.2238,74.3817,74.8346,82.518,not_cat
b904f8e3fd4b1c9862a1713b70dc8f42,98.271,129.0319,93.7016,62.7827,61.5579,56.9079,not_cat
834b38c4b92a0aa4ae6815699755c233,180.2684,173.3197,161.8062,61.6673,70.5785,76.294,not_cat
32fa4709eced9b141476dc4faf274848,163.9418,157.1056,138.3523,51.0203,49.7154,48.0948,not_cat
9d2aab822d968e2d8a7c1ab2b2bb1ff4,181.2865,177.0804,173.6535,49.8419,48.3606,46.8215,not_cat
55cca13850846ff5b8311fb383d6baae,159.3447,143.7997,135.4338,60.968,60.3499,64.7698,not_cat
6b0c6d2910b48d3a8902b9f4e1c86471,130.6094,135.5629,106.199,39.9637,34.0955,45.4685,not_cat
4e0ec16709c5c9908765cfce1a73e899,131.7479,123.6498,124.5448,51.6189,49.6438,37.8423,not_cat
c540049ed80ad6b3055776217bf20013,86.6157,98.0569,74.6953,47.3927,43.345,53.1164,not_cat
ea89943286a66876954924e377b54701,64.1293,59.7106,51.9148,36.9469,38.0943,41.3357,not_cat
21f02664bd2a785e8e7d21e760322797,141.8817,122.3407,97.5377,58.7452,55.1666,41.0384,not_cat
a266cd0455a6d3b55f5ebc451c6b9116,128.4023,140.6192,105.5593,47.232,48.3122,46.9065,not_cat
5e232d976c26b03523b5af3edeef387a,189.1431,167.9669,142.2491,52.0391,56.4881,56.5126,not_cat
fca2c5e1c9e1b69a334b333544daafe2,144.0881,146.126,103.8443,45.4245,38.2526,44.8777,not_cat
f87c62e8156507f3675a4239960959c0,126.4756,117.8675,104.4629,82.3306,80.5391,82.3744,not_cat
7e7768d4d56be609463b3be23eba8f99,80.7829,73.2801,64.8683,48.577,50.6986,50.2674,not_cat
1f833be43d2844efdebab312619e4afe,131.8283,95.6948,66.3321,47.4037,47.1732,41.681,not_cat
